x,y,heading,kappa,v,d_left,d_right
21.08698,-23.24673,-0.31352,0.00643,8.76709,0.58524,1.65818
21.86124,-23.49538,-0.29273,0.04159,9.30601,0.48770,1.68257
22.64668,-23.71681,-0.25177,0.05336,9.75805,0.48770,1.68257
23.44608,-23.90304,-0.20087,0.06528,9.40200,0.48770,1.73134
24.25646,-24.04460,-0.13978,0.07744,9.08022,0.46332,1.70695
25.07417,-24.13212,-0.06810,0.08997,8.81135,0.51209,1.70695
25.89392,-24.15628,0.01478,0.10304,8.81135,0.48770,1.68257
26.70795,-24.10797,0.10287,0.10094,8.81135,0.48770,1.70695
27.50890,-23.98955,0.19011,0.09962,8.92135,0.51209,1.68257
28.29344,-23.80287,0.27687,0.09905,8.98694,0.48770,1.70695
29.06000,-23.54878,0.36334,0.09924,8.93544,0.48770,1.68257
29.80452,-23.22832,0.44999,0.10020,8.93544,0.48770,1.65818
30.51936,-22.84384,0.53400,0.09341,8.93544,0.51209,1.68257
31.19905,-22.40374,0.61257,0.08726,9.13000,0.53647,1.63380
